Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet
Bělorusko,112,BY,BLR,294,63,14,30,27,59,10,15,15,15,30,11,16,12,611
Kambodža,116,KH,KHM,2,3,0,0,0,0,1,0,0,0,1,0,0,2,9
Kamerun,120,CM,CMR,13,1,0,1,0,1,1,0,0,0,1,0,0,0,18
Kanada,124,CA,CAN,95,11,7,4,1,1,3,4,5,0,4,4,6,5,150
Šrí Lanka,144,LK,LKA,9,1,0,0,1,0,0,0,0,1,1,0,0,0,13
Čad,148,TD,TCD,19,9,4,9,0,6,3,11,3,1,9,3,4,0,81
Chile,152,CL,CHL,17,1,1,1,0,1,0,0,0,0,1,2,0,1,25
Čína,156,CN,CHN,168,26,5,5,1,22,0,2,4,3,6,2,7,2,253
Tchaj-wan,158,TW,TWN,6,0,0,1,1,1,0,0,0,0,0,0,0,0,9
Vánoční ostrov,162,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kolumbie,170,CO,COL,17,3,0,1,0,0,0,2,2,0,3,1,2,0,31
Konžská republika,178,CG,COG,10,2,0,1,0,1,0,0,0,0,0,1,0,0,15
Demokratická republika Kongo,180,CD,COD,4,2,0,0,0,2,0,1,0,0,0,0,1,0,10
Kostarika,188,CR,CRI,2,2,0,0,0,0,0,0,0,0,1,0,0,0,5
Chorvatsko,191,HR,HRV,179,31,6,15,18,19,8,2,8,4,29,18,24,15,376
Kuba,192,CU,CUB,17,8,1,1,0,6,2,2,0,1,2,4,2,2,48
Kypr,196,CY,CYP,13,0,2,0,0,0,0,0,0,0,0,0,1,1,17
Česko,203,CZ,CZE,299394,250237,120828,103040,50342,124012,89448,104128,88496,84196,212422,104790,183735,106749,1921817
Benin,204,BJ,BEN,9,1,0,0,0,4,1,0,0,0,0,1,0,1,17
Dánsko,208,DK,DNK,45,6,0,1,1,4,1,0,0,1,3,0,4,1,67
Dominikánská republika,214,DO,DOM,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
Ekvádor,218,EC,ECU,2,3,0,1,0,0,0,1,0,0,1,1,1,0,10
Salvador,222,SV,SLV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Etiopie,231,ET,ETH,11,1,0,0,0,0,0,1,0,0,0,0,0,0,13
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Estonsko,233,EE,EST,16,3,0,0,0,2,0,1,0,0,2,0,1,0,25
Finsko,246,FI,FIN,41,3,0,0,0,2,0,1,0,1,4,1,0,0,53
Alandy,248,AX,ALA,11,6,0,0,6,4,1,2,0,0,6,1,4,0,41
Francie,250,FR,FRA,375,49,13,14,6,6,4,2,10,7,32,11,15,9,553
Gruzie,268,GE,GEO,62,8,2,1,5,1,1,0,1,0,4,0,3,0,88
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Palestina,275,PS,PSE,5,4,0,0,0,0,0,0,0,0,0,0,1,0,10
Německo,276,DE,DEU,455,214,90,258,331,1338,78,48,32,27,98,62,54,20,3105
Ghana,288,GH,GHA,26,3,0,0,0,7,1,1,3,0,4,1,0,1,47
Řecko,300,GR,GRC,82,11,0,2,4,7,6,4,4,2,31,14,39,1,207
Guatemala,320,GT,GTM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Guinea,324,GN,GIN,12,2,0,0,0,0,0,0,0,0,1,0,1,0,16
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vatikán,336,VA,VAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Honduras,340,HN,HND,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5
Hongkong,344,HK,HKG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Maďarsko,348,HU,HUN,294,53,16,50,16,26,15,37,21,12,79,14,23,6,662
Island,352,IS,ISL,9,1,0,0,1,0,0,0,0,0,0,0,0,0,11
Indie,356,IN,IND,72,6,0,0,3,4,2,1,1,0,10,1,6,1,107
Indonésie,360,ID,IDN,4,0,0,0,0,0,1,0,1,0,0,0,1,0,7
Írán,364,IR,IRN,10,3,1,4,0,0,4,1,0,0,1,2,0,1,27
Irák,368,IQ,IRQ,25,9,1,1,1,7,1,1,2,0,8,0,2,0,58
Irsko,372,IE,IRL,120,15,6,12,3,3,0,3,3,3,9,3,5,2,187
Izrael,376,IL,ISR,53,10,1,1,3,4,1,3,1,0,4,1,1,1,84
Itálie,380,IT,ITA,505,65,22,26,19,43,11,9,14,5,88,32,52,39,930
Pobřeží slonoviny,384,CI,CIV,11,1,0,0,1,1,1,0,0,0,0,0,0,0,15
Jamajka,388,JM,JAM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Japonsko,392,JP,JPN,46,8,0,0,0,3,0,2,2,1,6,1,1,1,71
Kazachstán,398,KZ,KAZ,339,87,3,5,27,46,9,6,2,4,8,8,3,1,548
Jordánsko,400,JO,JOR,14,4,0,0,1,3,1,0,2,0,2,0,1,1,29
Keňa,404,KE,KEN,2,0,0,0,0,2,1,1,0,0,1,0,2,0,9
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Korejská republika,410,KR,KOR,38,1,1,2,0,0,0,0,0,1,1,1,9,0,54
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4
Kyrgyzstán,417,KG,KGZ,37,6,1,1,17,5,1,0,0,0,2,1,0,1,72
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5
Libanon,422,LB,LBN,18,2,1,2,1,6,2,1,4,1,0,2,1,0,41
Lotyšsko,428,LV,LVA,46,8,10,5,1,4,1,1,0,8,3,0,1,1,89
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Libye,434,LY,LBY,7,1,0,0,0,0,0,1,0,0,5,0,1,0,15
Litva,440,LT,LTU,50,16,4,11,3,3,4,2,2,18,15,0,1,1,130
Lucembursko,442,LU,LUX,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0,7
Malajsie,458,MY,MYS,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Malta,470,MT,MLT,6,1,1,0,0,1,0,1,0,0,0,0,1,0,11
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mauricius,480,MU,MUS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexiko,484,MX,MEX,41,4,1,2,1,0,0,2,2,0,2,1,2,0,58
Monako,492,MC,MCO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mongolsko,496,MN,MNG,77,11,1,8,11,8,11,13,4,10,36,10,3,13,216
Moldavsko,498,MD,MDA,257,119,23,56,17,38,38,25,16,25,51,27,7,13,712
Černá Hora,499,ME,MNE,13,3,0,2,3,2,0,1,0,0,1,2,1,0,28
Maroko,504,MA,MAR,34,5,0,0,0,3,3,0,0,0,1,1,2,1,50
Namibie,516,,NAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Nepál,524,NP,NPL,4,1,0,3,0,3,0,1,0,0,2,0,0,0,14
Nizozemsko,528,NL,NLD,101,31,25,14,6,17,20,16,9,7,21,9,4,7,287
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Curacao,531,CW,CUW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nový Zéland,554,NZ,NZL,15,3,0,0,0,1,3,1,1,0,2,0,1,1,28
Niger,562,NE,NER,11,2,0,0,0,0,0,0,0,0,1,0,0,0,14
Nigérie,566,NG,NGA,119,7,1,0,1,12,1,1,1,0,3,0,2,1,149
Norsko,578,NO,NOR,12,3,1,0,0,1,2,0,0,0,0,0,0,1,20
Pákistán,586,PK,PAK,42,9,0,5,0,5,0,2,0,1,4,1,1,0,70
Panama,591,PA,PAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Paraguay,600,PY,PRY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Peru,604,PE,PER,19,9,0,0,0,5,0,1,0,0,8,1,2,0,45
Filipíny,608,PH,PHL,33,4,0,2,0,5,0,0,0,0,0,0,0,2,46
Polsko,616,PL,POL,402,171,38,58,31,114,140,304,66,22,116,139,784,37,2422
Portugalsko,620,PT,PRT,42,5,0,4,2,1,2,1,1,1,7,1,5,1,73
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Portoriko,630,PR,PRI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rumunsko,642,RO,ROU,541,141,43,208,29,83,22,38,50,28,126,43,13,46,1411
Rusko,643,RU,RUS,1765,358,19,40,189,125,38,21,17,14,108,35,45,19,2793
Rwanda,646,RW,RWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Svatý Kryštof a Nevis,659,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Senegal,686,SN,SEN,10,5,0,0,0,1,0,0,0,0,0,0,0,0,16
Srbsko,688,RS,SRB,105,16,0,7,12,11,2,5,0,3,19,4,7,4,195
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Singapur,702,SG,SGP,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Slovensko,703,SK,SVK,6002,2174,470,632,256,554,412,411,387,310,2160,479,1232,825,16304
Vietnam,704,VN,VNM,4188,1919,998,2503,3112,3597,785,569,528,425,1398,562,1123,305,22012
Slovinsko,705,SI,SVN,34,6,2,0,3,2,2,1,1,0,9,0,5,2,67
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Jižní Afrika,710,ZA,ZAF,27,5,4,0,2,1,1,1,0,0,8,2,1,2,54
Zimbabwe,716,ZW,ZWE,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4
Španělsko,724,ES,ESP,240,16,5,4,2,6,6,4,6,1,24,8,9,3,334
Súdán,729,SD,SDN,5,1,0,0,0,1,0,0,0,0,0,0,0,0,7
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Švédsko,752,SE,SWE,58,10,1,2,1,13,2,0,0,3,8,0,3,0,101
Švýcarsko,756,CH,CHE,31,7,2,1,5,2,4,1,1,1,6,0,3,1,65
Sýrie,760,SY,SYR,41,16,3,11,4,16,7,8,1,1,26,5,16,3,158
Tádžikistán,762,TJ,TJK,8,0,0,0,0,0,0,0,0,0,1,0,0,0,9
Thajsko,764,TH,THA,79,10,3,7,3,3,1,1,1,0,5,1,2,2,118
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tunisko,788,TN,TUN,72,18,4,4,2,7,2,4,1,0,6,2,5,1,128
Turecko,792,TR,TUR,63,15,7,5,5,17,5,5,4,3,8,5,8,6,156
Turkmenistán,795,TM,TKM,5,1,0,0,0,0,0,0,0,0,1,0,0,0,7
Uganda,800,UG,UGA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Ukrajina,804,UA,UKR,9851,2923,650,1313,604,1122,711,849,798,432,1750,389,274,260,21926
Makedonie,807,MK,MKD,121,32,6,8,2,49,1,7,1,2,21,15,32,7,304
Egypt,818,EG,EGY,26,12,3,2,3,8,4,5,4,1,8,8,6,1,91
Velká Británie,826,GB,GBR,946,175,42,54,18,33,65,31,44,24,123,40,60,41,1696
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Spojené státy,840,US,USA,1033,87,39,19,6,25,23,18,12,9,57,24,33,19,1404
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Uzbekistán,860,UZ,UZB,295,13,2,15,5,4,3,7,4,2,8,1,1,0,360
Venezuela,862,VE,VEN,18,1,0,0,0,0,0,1,0,0,3,0,0,0,23
Jemen,887,YE,YEM,8,2,0,2,0,3,1,0,1,2,3,1,2,0,25
Srbsko a Černá Hora,891,CS,SCG,244,55,15,15,10,23,10,5,1,2,20,8,15,7,430
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
Součet,SUM1,,,331693,259820,123655,108604,55266,131831,92034,106715,90656,85722,219518,106940,187862,108574,2008890
Z toho cizinci,SUM2,,,32299,9583,2827,5564,4924,7819,2586,2587,2160,1526,7096,2150,4127,1825,87073
